order_id,order_date,ship_mode,processing_mode,rdy2ship_date,pickup_date,customer_id,customer_name,on_truck_scan_date,arrival_scan_date,origin_channel,country/region,city,state,postal_code,region,categories,sub_categories,product_ids,quantity_ttl,sales_ttl,discount_ttl,profit_ttl,order_to_truck_time,processing_time,waiting_time
CA-2019-134516,2019-09-20,Standard Class,Standard Processing,2019-09-25,2019-09-27,FM-14215,Filia McAdams,2019-09-27,,Sales,United States,Greensboro,North Carolina,27405.0,South,"Toasted Muesli, Toasted Muesli","With Fruit and Nuts, With Nuts","FUR-FU-10001546, FUR-CH-10002880",3,115.47999999999999,0.4,-10.001100000000001,7.0,5.0,2.0
CA-2020-125745,2020-06-30,Standard Class,Standard Processing,,,DV-13045,Darrin Van Huff,2020-07-08,,Sales,United States,Memphis,Tennessee,38109.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001591,2,19.52,0.2,5.368,8.0,,
CA-2020-113208,2020-03-26,Standard Class,Standard Processing,,,ML-18040,Michelle Lonsdale,2020-04-03,2020-04-08,Sales,United States,Dearborn,Michigan,48126.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004245,3,60.84,0.0,23.1192,8.0,,
CA-2019-127985,2019-04-01,Second Class,Standard Processing,,,DB-12910,Daniel Byrd,2019-04-08,,Facebook,United States,Columbus,Georgia,31907.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003274,4,7.04,0.0,3.0976,7.0,,
CA-2020-127117,2020-04-14,Standard Class,Standard Processing,,,HM-14860,Harry Marie,2020-04-22,,Sales,United States,Morristown,New Jersey,7960.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004018,5,74.45,0.0,20.1015,8.0,,
CA-2018-104241,2018-01-04,Standard Class,,,,AG-10495,Andrew Gjertsen,,,Sales,United States,Alexandria,Virginia,22304.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001473,14,192.22,0.0,69.1992,,,
CA-2017-126802,2017-12-29,Standard Class,,,,ZC-21910,Zuschuss Carroll,,,Email,United States,Chicago,Illinois,60610.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000193,3,38.976,0.6,-50.6688,,,
CA-2018-119634,2018-08-11,Standard Class,,,,BW-11065,Barry Weirich,,,Email,United States,Raleigh,North Carolina,27604.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004270,3,46.152,0.2,12.1149,,,
CA-2019-125017,2019-02-06,Standard Class,Standard Processing,,,KB-16240,Karen Bern,2019-02-13,,Sales,United States,Chattanooga,Tennessee,37421.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000723,4,132.224,0.2,-18.1808,7.0,,
CA-2019-154235,2019-09-24,Standard Class,Standard Processing,2019-09-30,2019-10-02,RD-19900,Ruben Dartt,2019-10-02,,Email,United States,Bloomington,Indiana,47401.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004006,3,127.95,0.0,21.7515,8.0,6.0,2.0
CA-2019-159639,2019-11-27,Standard Class,Standard Processing,,,PC-18745,Pamela Coakley,2019-12-04,,Sales,United States,Westfield,New Jersey,7090.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001889,3,31.56,0.0,10.4148,7.0,,
CA-2020-150602,2020-02-09,Second Class,Standard Processing,,,ML-17395,Marina Lichtenstein,2020-02-19,,Sales,United States,Los Angeles,California,90045.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003142,4,21.12,0.0,6.5472,10.0,,
CA-2020-107244,2020-09-07,Standard Class,Standard Processing,,,AG-10390,Allen Goldenen,2020-09-14,,Email,United States,Los Angeles,California,90004.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002597,4,19.76,0.0,8.2992,7.0,,
CA-2020-129028,2020-04-01,First Class,Express,,,GB-14530,George Bell,2020-04-03,,Sales,United States,Florence,South Carolina,29501.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004006,3,127.95,0.0,21.7515,2.0,,
CA-2019-101168,2019-12-25,Standard Class,Standard Processing,,,SS-20140,Saphhira Shifley,2020-01-03,2020-01-07,Sales,United States,Nashua,New Hampshire,3060.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003142,4,21.12,0.0,6.5472,9.0,,
CA-2018-130253,2018-12-14,Standard Class,,,,PP-18955,Paul Prost,,,Facebook,United States,Los Angeles,California,90036.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002963,3,15.24,0.0,5.1816,,,
CA-2019-117912,2019-02-04,Standard Class,Standard Processing,,,TB-21520,Tracy Blumstein,2019-02-11,,Email,United States,Sierra Vista,Arizona,85635.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002088,2,14.368,0.2,3.9512,7.0,,
CA-2018-113215,2018-09-03,Standard Class,,,,CP-12085,Cathy Prescott,,,Sales,United States,Tucson,Arizona,85705.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002937,3,238.152,0.2,89.307,,,
US-2017-165589,2017-02-18,First Class,,,,TB-21595,Troy Blackwell,,,Email,United States,Lubbock,Texas,79424.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002396,5,25.16,0.6,-11.322,,,
CA-2018-114048,2018-12-14,Standard Class,,,,EH-13945,Eric Hoffmann,,,Email,United States,Costa Mesa,California,92627.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004351,3,29.22,0.0,12.8568,,,
CA-2019-157259,2019-12-24,Standard Class,Standard Processing,,,JM-15535,Jessica Myrick,2020-01-03,,Email,United States,New York City,New York,10035.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003192,9,799.56,0.0,207.8856,10.0,,
CA-2020-145660,2020-12-01,First Class,Express,,,MG-17650,Matthew Grinstein,2020-12-04,,Facebook,United States,Marion,Ohio,43302.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002885,2,7.712,0.2,1.7352,3.0,,
CA-2020-141572,2020-05-28,Second Class,Standard Processing,,,LO-17170,Lori Olson,2020-06-03,,Sales,United States,Concord,New Hampshire,3301.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001185,8,247.44,0.0,101.4504,6.0,,
CA-2018-151624,2018-09-08,Standard Class,,,,VW-21775,Victoria Wilson,,,Sales,United States,Montgomery,Alabama,36116.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001731,8,21.36,0.0,8.1168,,,
US-2018-139675,2018-03-13,Second Class,,,,NF-18595,Nicole Fjeld,,,Facebook,United States,Chico,California,95928.0,West,"Toasted Muesli, Toasted Muesli","With Fruit and Nuts, With Nuts","FUR-FU-10001979, FUR-CH-10004063",12,1242.896,0.2,194.7256,,,
CA-2020-107314,2020-11-30,First Class,Express,,,MZ-17335,Maria Zettner,2020-12-04,,Facebook,United States,San Francisco,California,94109.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003489,3,25.83,0.0,9.5571,4.0,,
CA-2017-112837,2017-09-11,Standard Class,,,,LW-17125,Liz Willingham,,,Email,United States,Oxnard,California,93030.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004006,3,127.95,0.0,21.7515,,,
CA-2020-161557,2020-09-03,Standard Class,Standard Processing,,,AG-10900,Arthur Gainer,2020-09-09,,Email,United States,Dallas,Texas,75217.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004622,5,108.4,0.6,-105.69,6.0,,
CA-2019-103919,2019-10-03,Standard Class,Standard Processing,,,TP-21565,Tracy Poddar,2019-10-09,2019-10-14,Sales,United States,Grand Prairie,Texas,75051.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001756,5,38.08,0.6,-29.512,6.0,,
US-2019-116442,2019-12-15,Standard Class,Standard Processing,,,BP-11230,Benjamin Patterson,2019-12-24,,Email,United States,Los Angeles,California,90004.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002364,2,14.76,0.0,4.2804,9.0,,
US-2019-155404,2019-09-22,Standard Class,Standard Processing,,,AS-10630,Ann Steele,2019-10-02,2019-10-07,Facebook,United States,Louisville,Kentucky,40214.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004586,2,13.28,0.0,6.3744,10.0,,
CA-2017-149594,2017-09-15,Standard Class,,,,MF-18250,Monica Federle,,,Sales,United States,Philadelphia,Pennsylvania,19120.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000222,4,103.936,0.2,16.8896,,,
CA-2018-135510,2018-09-05,Standard Class,,,,TW-21025,Tamara Willingham,,,Facebook,United States,Charlottesville,Virginia,22901.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000820,4,67.96,0.0,12.2328,,,
CA-2017-150329,2017-10-10,Standard Class,,,,SD-20485,Shirley Daniels,,,Facebook,United States,Phoenix,Arizona,85023.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003724,7,46.872,0.2,3.5154,,,
CA-2017-109134,2017-11-05,Standard Class,,,,DE-13255,Deanra Eno,,,Facebook,United States,Los Angeles,California,90008.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000320,6,20.04,0.0,8.8176,,,
CA-2019-165827,2019-11-04,Standard Class,Standard Processing,,,MF-17665,Maureen Fritzler,2019-11-13,,Sales,United States,Miami,Florida,33180.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001889,6,50.496,0.2,8.2056,9.0,,
CA-2019-162348,2019-11-10,Standard Class,Standard Processing,,,BF-11170,Ben Ferrer,2019-11-20,,Facebook,United States,Sacramento,California,95823.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003731,1,9.98,0.0,2.7944,10.0,,
CA-2017-101462,2017-04-20,Standard Class,,,,BP-11230,Benjamin Patterson,,,Email,United States,Los Angeles,California,90045.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000409,4,59.92,0.0,27.5632,,,
US-2020-135503,2020-12-10,Standard Class,Standard Processing,,,JE-16165,Justin Ellison,2020-12-16,,Sales,United States,North Charleston,South Carolina,29406.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002364,2,14.76,0.0,4.2804,6.0,,
CA-2019-129847,2019-09-02,First Class,Express,2019-09-04,2019-09-04,TA-21385,Tom Ashbrook,2019-09-04,2019-09-10,Facebook,United States,Chicago,Illinois,60653.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000277,2,84.272,0.6,-75.8448,2.0,2.0,0.0
CA-2019-163937,2019-01-10,Second Class,Standard Processing,,,JB-16000,Joy Bell-,2019-01-16,,Email,United States,Longview,Washington,98632.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000010,5,24.85,0.0,7.7035,6.0,,
CA-2017-119466,2017-12-15,Standard Class,,,,SP-20860,Sung Pak,,,Sales,United States,Chicago,Illinois,60623.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001546,2,8.544,0.6,-7.476,,,
CA-2017-122217,2017-11-24,Standard Class,,,,HP-14815,Harold Pawlan,,,Facebook,United States,Virginia Beach,Virginia,23464.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002045,5,111.15,0.0,48.906,,,
CA-2019-147683,2019-11-13,Standard Class,Standard Processing,,,PO-19180,Philisse Overcash,2019-11-20,,Facebook,United States,Seattle,Washington,98103.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004848,2,19.54,0.0,7.2298,7.0,,
CA-2019-120369,2019-10-28,First Class,Express,,,VB-21745,Victoria Brennan,2019-10-28,2019-10-31,Sales,United States,Rochester,New York,14609.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003806,5,756.8,0.0,75.68,0.0,,
CA-2017-118276,2017-12-29,Standard Class,,,,MG-17890,Michael Granlund,,,Facebook,United States,Saint Charles,Illinois,60174.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002111,3,8.736,0.6,-4.8048,,,
CA-2019-113656,2019-01-23,Standard Class,Standard Processing,,,CB-12415,Christy Brittain,2019-01-30,,Email,United States,Los Angeles,California,90036.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000719,7,59.99,0.0,21.5964,7.0,,
CA-2018-148964,2018-05-26,Standard Class,,,,RD-19900,Ruben Dartt,,,Email,United States,Bellevue,Washington,98006.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003849,1,20.24,0.0,7.8936,,,
CA-2019-149349,2019-11-12,First Class,Express,,,SP-20650,Stephanie Phelps,2019-11-13,,Sales,United States,Chicago,Illinois,60623.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001037,6,22.752,0.6,-8.532,1.0,,
CA-2018-125563,2018-04-11,Standard Class,,,,PR-18880,Patrick Ryan,,,Email,United States,Tampa,Florida,33614.0,South,"Toasted Muesli, Toasted Muesli","With Fruit and Nuts, With Fruit and Nuts","FUR-FU-10001290, FUR-FU-10000087",5,121.888,0.4,24.4176,,,
CA-2020-108035,2020-11-29,Standard Class,Standard Processing,,,TT-21070,Ted Trevino,2020-12-07,,Email,United States,Chattanooga,Tennessee,37421.0,South,"Toasted Muesli, Toasted Muesli","With Fruit and Nuts, With Nuts","FUR-FU-10004017, FUR-CH-10000454",7,491.888,0.4,67.831,8.0,,
CA-2019-129728,2019-05-30,Standard Class,Standard Processing,,,JG-15310,Jason Gross,2019-06-07,,Sales,United States,Los Angeles,California,90032.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003247,8,167.84,0.0,11.7488,8.0,,
CA-2019-101693,2019-06-25,Second Class,Standard Processing,,,LC-17140,Logan Currie,2019-06-28,,Email,United States,Houston,Texas,77070.0,Central,"Toasted Muesli, Toasted Muesli","With Fruit and Nuts, With Nuts","FUR-FU-10003919, FUR-CH-10001146",4,117.958,0.8999999999999999,-32.2586,3.0,,
CA-2018-145457,2018-03-24,Second Class,,,,CP-12085,Cathy Prescott,,,Sales,United States,Covington,Washington,98042.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003832,5,46.9,0.0,13.132,,,
CA-2020-115448,2020-11-11,First Class,Express,2020-11-16,2020-11-16,MH-18025,Michelle Huthwaite,2020-11-16,,Email,United States,Knoxville,Tennessee,37918.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004090,5,88.92,0.2,14.4495,5.0,5.0,0.0
CA-2020-148985,2020-11-11,Second Class,Standard Processing,2020-11-16,2020-11-18,TB-21190,Thomas Brumley,2020-11-18,,Facebook,United States,Los Angeles,California,90045.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001424,4,34.92,0.0,11.8728,7.0,5.0,2.0
CA-2018-108672,2018-09-10,Standard Class,,,,FA-14230,Frank Atkinson,,,Sales,United States,Los Angeles,California,90032.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003799,6,106.68,0.0,33.0708,,,
CA-2019-107146,2019-06-17,First Class,Express,,,LC-16885,Lena Creighton,2019-06-19,,Email,United States,Longmont,Colorado,80501.0,West,"Toasted Muesli, Toasted Muesli","With Fruit and Nuts, With Nuts","FUR-FU-10002298, FUR-CH-10004853",7,749.488,0.4,41.0352,2.0,,
CA-2020-103415,2020-12-03,Standard Class,Standard Processing,,,MV-17485,Mark Van Huff,2020-12-09,,Email,United States,Houston,Texas,77041.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000820,2,13.592,0.6,-14.2716,6.0,,
CA-2019-136595,2019-09-05,First Class,Express,,,EM-13825,Elizabeth Moffitt,2019-09-09,,Sales,United States,Houston,Texas,77036.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004671,3,21.204,0.6,-11.6622,4.0,,
CA-2020-122945,2020-11-16,Standard Class,Standard Processing,,,MB-18085,Mick Brown,2020-11-25,,Email,United States,Roseville,California,95661.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001196,3,17.31,0.0,5.193,9.0,,
CA-2018-113740,2018-08-24,Second Class,,,,SC-20380,Shahid Collister,,,Email,United States,New York City,New York,10035.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000010,3,14.91,0.0,4.6221,,,
CA-2017-151967,2017-10-22,Standard Class,,,,NB-18580,Nicole Brennan,,,Sales,United States,Bossier City,Louisiana,71111.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000193,4,129.92,0.0,10.3936,,,
CA-2018-158323,2018-11-30,First Class,,,,AB-10600,Ann Blume,,,Sales,United States,Jacksonville,North Carolina,28540.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001546,2,17.088,0.2,1.068,,,
CA-2017-143637,2017-03-24,Second Class,,,,MS-17710,Maurice Satty,,,Email,United States,Fresno,California,93727.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002813,2,40.48,0.0,14.5728,,,
CA-2019-128706,2019-02-27,Standard Class,Standard Processing,,,DW-13540,Don Weiss,2019-03-06,,Email,United States,Houston,Texas,77070.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004053,2,16.192,0.6,-6.8816,7.0,,
CA-2019-160241,2019-11-29,Second Class,Standard Processing,,,DR-12940,Daniel Raglin,2019-12-06,,Facebook,United States,Aurora,Illinois,60505.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003806,4,242.176,0.6,-302.72,7.0,,
CA-2019-167605,2019-04-28,Second Class,Standard Processing,,,RB-19570,Rob Beeghly,2019-05-03,2019-05-07,Email,United States,Saint Charles,Illinois,60174.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001602,2,30.344,0.6,-31.8612,5.0,,
CA-2019-105753,2019-10-20,Standard Class,Standard Processing,,,LC-16960,Lindsay Castell,2019-10-30,,Facebook,United States,Arlington,Virginia,22204.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000246,5,61.1,0.0,18.33,10.0,,
CA-2020-101014,2020-08-29,Standard Class,Standard Processing,,,RW-19540,Rick Wilson,2020-09-02,,Sales,United States,Los Angeles,California,90049.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003374,3,148.02,0.0,41.4456,4.0,,
CA-2020-157350,2020-08-26,Standard Class,Standard Processing,,,DP-13000,Darren Powers,2020-09-02,,Email,United States,Chicago,Illinois,60610.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000222,5,64.96,0.6,-43.848,7.0,,
CA-2018-131352,2018-10-08,Standard Class,,,,GH-14485,Gene Hale,,,Sales,United States,Dallas,Texas,75081.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003708,3,72.78,0.6,-70.9605,,,
CA-2017-103219,2017-11-09,Standard Class,,,,BF-11215,Benjamin Farhat,,,Facebook,United States,New York City,New York,10035.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004091,9,56.52,0.0,21.4776,,,
CA-2020-155642,2020-05-18,Standard Class,Standard Processing,,,BM-11575,Brendan Murry,2020-05-26,,Sales,United States,Chicago,Illinois,60653.0,Central,"Toasted Muesli, Toasted Muesli","With Fruit and Nuts, With Fruit and Nuts","FUR-FU-10004973, FUR-FU-10001918",4,24.5,1.2,-11.1669,8.0,,
CA-2019-163174,2019-08-26,Standard Class,Standard Processing,,,XP-21865,Xylona Preis,2019-09-03,,Email,United States,Athens,Georgia,30605.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000308,3,186.54,0.0,41.0388,8.0,,
CA-2019-113726,2019-11-24,Standard Class,Standard Processing,,,SC-20680,Steve Carroll,2019-12-04,,Facebook,United States,Seattle,Washington,98105.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003535,3,82.26,0.0,33.7266,10.0,,
CA-2020-110625,2020-12-23,Standard Class,Standard Processing,,,JB-16045,Julia Barnett,2021-01-04,,Facebook,United States,Danbury,Connecticut,6810.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001473,2,27.46,0.0,9.8856,12.0,,
CA-2019-118129,2019-12-19,Second Class,Standard Processing,,,CL-12565,Clay Ludtke,2019-12-24,,Email,United States,Reading,Pennsylvania,19601.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004904,5,303.92,0.2,-30.392,5.0,,
CA-2020-155621,2020-11-08,Standard Class,Standard Processing,2020-11-16,2020-11-18,KN-16450,Kean Nguyen,2020-11-18,,Sales,United States,Baltimore,Maryland,21215.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003535,10,274.2,0.0,112.422,10.0,8.0,2.0
CA-2020-142391,2020-09-24,First Class,Express,,,PB-19150,Philip Brown,2020-09-25,,Email,United States,Seattle,Washington,98115.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002759,10,199.8,0.0,71.928,1.0,,
CA-2019-144645,2019-02-02,Standard Class,Standard Processing,,,NS-18640,Noel Staavos,2019-02-06,,Sales,United States,Houston,Texas,77041.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003601,2,73.784,0.6,-77.4732,4.0,,
CA-2020-149720,2020-06-04,Second Class,Standard Processing,,,EM-14065,Erin Mull,2020-06-10,,Email,United States,Frisco,Texas,75034.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002501,6,30.336,0.6,-17.4432,6.0,,
CA-2020-118003,2020-12-04,Standard Class,Standard Processing,,,DO-13645,Doug O'Connell,2020-12-11,,Email,United States,Paterson,New Jersey,7501.0,East,"Toasted Muesli, Toasted Muesli, Toasted Muesli","With Fruit and Nuts, With Nuts, With Nuts","FUR-FU-10002506, FUR-CH-10003817, FUR-CH-10004860",7,498.15,0.0,65.2902,7.0,,
CA-2019-141887,2019-01-11,Standard Class,Standard Processing,,,MP-17470,Mark Packer,2019-01-16,,Facebook,United States,Columbus,Ohio,43229.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002268,14,54.992,0.2,8.9362,5.0,,
CA-2018-126186,2018-09-11,First Class,,,,GB-14530,George Bell,,,Sales,United States,Aurora,Colorado,80013.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000073,4,24.64,0.2,4.004,,,
CA-2020-106747,2020-07-03,First Class,Express,,,TS-21505,Tony Sayre,2020-07-06,,Email,United States,Concord,New Hampshire,3301.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004188,1,102.3,0.0,26.598,3.0,,
US-2020-119319,2020-11-06,Second Class,Standard Processing,,,LC-17050,Liz Carlisle,2020-11-12,,Email,United States,Dallas,Texas,75217.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003878,5,30.56,0.6,-19.864,6.0,,
CA-2020-151281,2020-04-27,Standard Class,Standard Processing,,,HM-14980,Henry MacAllister,2020-05-06,,Email,United States,Seattle,Washington,98105.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000397,7,139.58,0.0,39.0824,9.0,,
CA-2020-126634,2020-03-30,Second Class,Standard Processing,,,AB-10165,Alan Barnes,2020-04-03,2020-04-08,Email,United States,Lakewood,California,90712.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004973,5,94.2,0.0,39.564,4.0,,
CA-2019-113082,2019-09-12,Standard Class,Standard Processing,,,MC-17590,Matt Collister,2019-09-18,,Sales,United States,Utica,New York,13501.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002813,2,40.48,0.0,14.5728,6.0,,
CA-2018-145324,2018-11-15,Standard Class,,,,DH-13675,Duane Huffman,,,Facebook,United States,Harrisonburg,Virginia,22801.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002759,2,39.96,0.0,14.3856,,,
CA-2020-103968,2020-12-01,Standard Class,Standard Processing,,,ML-17755,Max Ludwig,2020-12-09,,Facebook,United States,Stockton,California,95207.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003394,9,629.64,0.0,107.0388,8.0,,
CA-2017-160276,2017-04-02,Standard Class,,,,AH-10690,Anna Häberlin,,,Sales,United States,Virginia Beach,Virginia,23464.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003192,2,177.68,0.0,46.1968,,,
CA-2019-102134,2019-03-14,Standard Class,Standard Processing,,,SP-20545,Sibella Parks,2019-03-20,,Sales,United States,Green Bay,Wisconsin,54302.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003724,2,16.74,0.0,4.3524,6.0,,
CA-2019-121447,2019-02-21,First Class,Express,,,EA-14035,Erin Ashbrook,2019-02-22,,Sales,United States,New York City,New York,10011.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001861,7,135.8,0.0,66.542,1.0,,
US-2019-141880,2019-08-22,First Class,Express,,,TC-21475,Tony Chapman,2019-08-23,,Facebook,United States,Fort Collins,Colorado,80525.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001979,3,98.328,0.2,9.8328,1.0,,
US-2019-152415,2019-09-17,Standard Class,Standard Processing,,,PO-18865,Patrick O'Donnell,2019-09-25,2019-09-30,Email,United States,Marlborough,Massachusetts,1752.0,East,"Toasted Muesli, Toasted Muesli","With Fruit and Nuts, With Fruit and Nuts","FUR-FU-10002597, FUR-FU-10004864",6,206.64,0.0,67.60679999999999,8.0,,
CA-2017-114335,2017-09-28,Standard Class,,,,XP-21865,Xylona Preis,,,Email,United States,Hollywood,Florida,33021.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000277,4,337.088,0.2,16.8544,,,
CA-2020-147550,2020-12-04,First Class,Express,,,KE-16420,Katrina Edelman,2020-12-07,,Sales,United States,Philadelphia,Pennsylvania,19134.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001918,3,11.352,0.2,2.6961,3.0,,
CA-2019-128916,2019-08-18,Second Class,Standard Processing,,,MA-17560,Matt Abelman,2019-08-23,,Facebook,United States,Houston,Texas,77070.0,Central,"Toasted Muesli, Toasted Muesli","With Fruit and Nuts, With Fruit and Nuts","FUR-FU-10001940, FUR-FU-10000320",7,14.896,1.2,-5.9584,5.0,,
CA-2019-132990,2019-08-01,Second Class,Standard Processing,,,KM-16660,Khloe Miller,2019-08-07,,Email,United States,Philadelphia,Pennsylvania,19140.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004864,2,19.312,0.2,3.1382,6.0,,
CA-2017-144071,2017-12-08,Standard Class,,,,DJ-13420,Denny Joy,,,Sales,United States,San Francisco,California,94110.0,West,"Toasted Muesli, Toasted Muesli","With Fruit and Nuts, With Fruit and Nuts","FUR-FU-10000397, FUR-FU-10000758",5,119.32,0.0,39.7648,,,
CA-2020-138156,2020-02-11,First Class,Express,,,MM-17260,Magdelene Morse,2020-02-14,,Email,United States,Columbus,Ohio,43229.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003601,2,147.568,0.2,-3.6892,3.0,,
CA-2017-125759,2017-02-08,First Class,,,,NM-18445,Nathan Mautz,,,Facebook,United States,North Las Vegas,Nevada,89031.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002111,2,14.56,0.0,5.5328,,,
CA-2018-102778,2018-11-21,First Class,,,,JH-15820,John Huston,,,Email,United States,Monroe,North Carolina,28110.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000087,1,18.176,0.2,4.7712,,,
US-2019-111563,2019-11-04,Standard Class,Standard Processing,,,SM-20005,Sally Matthias,2019-11-12,,Email,United States,Houston,Texas,77041.0,Central,"Toasted Muesli, Toasted Muesli","With Fruit and Nuts, With Fruit and Nuts","FUR-FU-10002445, FUR-FU-10000723",7,77.488,1.2,-89.9808,8.0,,
CA-2019-114860,2019-12-22,Standard Class,Standard Processing,,,DN-13690,Duane Noonan,2020-01-03,,Email,United States,Moreno Valley,California,92553.0,West,"Toasted Muesli, Toasted Muesli","With Fruit and Nuts, With Fruit and Nuts","FUR-FU-10000277, FUR-FU-10001934",10,884.6800000000001,0.0,213.16240000000002,12.0,,
